Cattle_ID,Milk_Yield_L
1,19.24735015863548
2,10.353243706238386
3,24.695807396602735
4,14.70488689789372
5,18.561482404660406
6,19.969588474845
7,15.048630148777365
8,18.271230500298397
9,22.77042331862712
10,14.30200502820297
11,12.615931016468883
12,15.599460456776258
13,18.57885583971043
14,12.061549078001008
15,16.17682301375112
16,13.71244761836261
17,13.58685923474623
18,14.824420831287386
19,16.231829275980026
20,11.15906556822526
21,12.404558672794778
22,18.19565749622734
23,16.310890489156353
24,10.754699196350908
25,22.044527429480762
26,14.943803692089695
27,19.909379525308562
28,12.482544425667067
29,14.492733943486806
30,16.16226883103849
31,12.557917303814042
32,18.670723510947134
33,13.891781144183206
34,14.720538273403378
35,9.934076980018046
36,12.083409814435335
37,16.67381737439103
38,10.831260272279986
39,13.059326712317002
40,13.776796589677318
41,17.07543069815946
42,15.676458464645568
43,14.017492373795143
44,16.46815523281416
45,9.689886119297599
46,14.464180985442235
47,18.843365913300957
48,19.456117618323514
49,14.662098842921866
50,8.393931640839122
51,12.85974079901184
52,12.389860595781164
53,21.014520952799355
54,17.604744756532863
55,14.653564521748711
56,17.245468338944033
57,16.76163140499928
58,13.96761569836616
59,12.023640697450489
60,14.84594531939095
61,16.501387994411843
62,17.615915056494774
63,26.21653698341633
64,13.762183062188315
65,17.08116588338583
66,15.729914872934836
67,16.851720853015856
68,21.132944842603177
69,16.854671361096305
70,12.44988906431442
71,14.649411021240034
72,21.94517170235942
73,14.876926853998171
74,13.39242444878658
75,13.118813969041556
76,10.6786008912693
77,11.346690436112349
78,19.218983363996884
79,14.682005399797054
80,13.222377315532574
81,16.130036211792067
82,15.14282879520411
83,18.246672525286165
84,18.844872114479465
85,12.201920583998968
86,16.250943087758664
87,15.865513792998634
88,14.823969574949041
89,15.961797307543641
90,17.295393232172238
91,16.040958613118057
92,14.68597334024769
93,14.917956912756585
94,16.745171961871975
95,19.71490378600644
96,9.466925535441687
97,12.003861338219897
98,16.64028116201538
99,20.315372365572212
100,19.398916204355515
101,11.655794024003129
102,22.359085438289615
103,10.72821314614304
104,16.581857763613897
105,12.584121513456823
106,17.84891841690386
107,14.987540503825869
108,19.00273459247909
109,13.535903632560379
110,21.081769092847498
111,18.152347261614565
112,18.174127742013393
113,7.005647195375549
114,14.292866280492532
115,21.50646956709487
116,15.841663716113272
117,10.541217185332009
118,18.382410884887786
119,13.791623519521508
120,13.52016510658153
121,13.187563056112715
122,9.877909264183076
123,12.788078261507996
124,17.817589857019286
125,16.987790681349875
126,18.171282128196555
127,20.03705015776183
128,24.030718240289048
129,12.671326180433242
130,13.383432388662628
131,12.162687594628196
132,14.04735756910386
133,17.071537381422733
134,18.107934275868953
135,14.467069947883687
136,19.107981637531612
137,14.609199731379917
138,12.250425425282716
139,15.709946433399741
140,20.248828458181393
141,16.16708632255489
142,19.109558980219454
143,12.20064197459775
144,13.885919183784091
145,11.370791925315261
146,11.436970689809913
147,19.642612737487312
148,10.699896841825334
149,12.566582972037837
150,14.684325869638286
151,18.88098823609062
152,12.459887287608984
153,16.60156778630473
154,13.238236738632532
155,18.219063825484213
156,14.013196049128302
157,12.83704162295902
158,20.485831664070044
159,12.224499736050925
160,20.292704912677323
161,19.281828470308184
162,16.65092308068251
163,15.527162134544847
164,11.10504593110945
165,17.151987672600573
166,16.85640903588755
167,17.775114425563917
168,17.089857375194814
169,19.953843377571484
170,18.96361660179977
171,16.716164916236803
172,13.339066172187799
173,11.78189191632366
174,19.650635000139275
175,9.675643212614109
176,11.578942396245926
177,16.822251783409182
178,13.269329356910491
179,13.737815945168938
180,19.065721507467508
181,19.224966662060922
182,11.290522661835718
183,11.644830446432472
184,14.897615677978067
185,19.049210548472598
186,12.827858707346094
187,12.39244045547278
188,20.61087682791658
189,21.250316887368204
190,11.887321964654726
191,12.396122873528407
192,22.65039000597275
193,10.946121831929153
194,22.454755428066363
195,13.556901258607175
196,9.383635015520843
197,19.02211692960241
198,23.59930683806697
199,23.801728405933698
200,17.35175953621057
201,11.890281931998645
202,12.916780783851166
203,20.674031251909938
204,14.383238876028413
205,14.664129407866634
206,19.140317661095448
207,22.80804295119738
208,11.20607791522845
209,10.27694992253526
210,14.974427372647673
211,17.11680334375834
212,16.482681950612967
213,20.816692872990686
214,13.709620590143563
215,11.138215753432364
216,15.560509005302002
217,15.183926391694326
218,14.151909249051437
219,15.129824154514631
220,13.4327595920267
221,17.36528743023813
222,14.351792667067778
223,15.759688289118046
224,17.32956980448242
225,17.78029453385685
226,14.558379703245606
227,17.001238717839772
228,20.763632429309087
229,18.133227772177026
230,18.93360326698127
231,12.544828788010143
232,15.27408049786724
233,19.94747891914832
234,17.746228611227686
235,16.06263164391132
236,16.046411640766912
237,18.892532100999045
238,12.91432947237817
239,15.90767527367413
240,20.62684163420371
241,19.556988200119793
242,21.57497210759841
243,11.089635155229699
244,14.950035193400772
245,13.729499266735578
246,14.168094106118522
247,18.183493211621407
248,14.590934991566828
249,17.603270300950978
250,20.410549102762356
251,16.81810460511295
252,15.49639799228561
253,15.519966923134271
254,14.82061337752088
255,14.268195919551303
256,15.677743599357216
257,18.34303372756504
258,17.807111014061462
259,20.1565663056261
260,19.355140823860907
261,18.61455375665533
262,15.572059189374626
263,11.772745157445323
264,17.08488600131772
265,15.140248540083734
266,10.84725820416787
267,19.7694596602313
268,10.550239688260708
269,21.284025097679045
270,20.649776698578602
271,16.00806385779694
272,12.647777563322755
273,13.276737506549082
274,15.928380587752885
275,18.62332040994544
276,17.15050156051143
277,23.61652338781124
278,9.977711441859496
279,12.077866540062622
280,11.552119435686436
281,21.883986728419845
282,14.896967563780471
283,13.98380439130605
284,14.768501746095438
285,11.066157037627775
286,15.599938414133641
287,10.051709355660702
288,17.96109091606589
289,18.353734584963593
290,21.933991272206242
291,15.441810632475757
292,15.772172552434554
293,18.110001118021923
294,14.51922300230144
295,15.615489832844062
296,19.983514711178668
297,12.466674372309908
298,12.386142395488491
299,13.689594470105945
300,24.275482171577504
301,13.302572453744885
302,16.870038896556547
303,12.088167474929568
304,20.248444255016523
305,19.12320215653464
306,14.563394056282286
307,18.999638028188258
308,19.152572399467715
309,14.883833216534237
310,17.711113497948304
311,12.169837511440432
312,13.802828120845648
313,24.40226949972887
314,13.677944347080185
315,16.46447747978775
316,18.870186284141695
317,13.04070246237925
318,12.492758591496022
319,12.042177316706002
320,10.222258804961985
321,19.90706623272355
322,13.992996518042915
323,10.230077789831576
324,14.015776500999115
325,18.912049633476737
326,13.485866047419558
327,19.807104435249304
328,15.28168687246788
329,12.02196707661078
330,16.103383953055157
331,24.488300735190624
332,19.997217465005296
333,24.492830584018876
334,11.632427526829488
335,16.98492819821045
336,19.76782905952946
337,19.945854449189543
338,15.88353787200505
339,15.08988854846647
340,12.590878621205421
341,24.759598910580156
342,9.253581106935124
343,20.433522424529325
344,12.618220167438636
345,11.11232015870939
346,22.256808596108556
347,13.023719352663031
348,16.9062485711103
349,22.747649661365333
350,10.443789535554084
351,20.22252873462299
352,15.701111471131343
353,18.42740940195471
354,19.562555494075756
355,14.463593889245276
356,19.83529185484368
357,14.878744588838359
358,18.422590762206898
359,11.249982086164762
360,12.097461783889782
361,16.67934764034547
362,16.40187746250086
363,16.93401077275492
364,13.943743341161522
365,14.300261588544053
366,15.0347191539664
367,16.571938392143874
368,14.013049581813528
369,18.46132213661353
370,17.060367662766456
371,22.515728510540303
372,12.083715433009091
373,10.717194366871928
374,17.29549311371892
375,15.304001303941815
376,16.963121617711373
377,14.158369971261614
378,15.828575023878344
379,20.085681444973133
380,19.650840049396287
381,12.023012530015478
382,17.16392213496577
383,18.42854835525614
384,13.10094957991508
385,15.853574144194981
386,16.631404963831887
387,17.297824845794526
388,19.969690458347014
389,13.125930882282361
390,20.460120928302384
391,13.521264775839448
392,13.197448041657482
393,13.760994668834757
394,8.981894572991402
395,20.12563485992471
396,14.014074508638629
397,14.339904330996609
398,18.06414552135857
399,12.664192085359005
400,13.383433026962004
401,13.831789476139454
402,15.811917552043662
403,14.298460272261863
404,19.41333772536169
405,15.354168561730669
406,18.259054247707684
407,14.987252886011076
408,18.69303348165318
409,19.817427670018905
410,15.507266901766537
411,15.748288728755695
412,14.288370866204547
413,19.10930872756692
414,7.931108551829138
415,14.777969647701843
416,18.574660116171476
417,13.390484910659547
418,17.268801554936413
419,19.3168272757408
420,15.98230005405937
421,14.664677756969276
422,15.080626742782451
423,20.80940482285283
424,15.566604057707265
425,12.686466033446445
426,13.79216625546836
427,23.136746714050158
428,11.705965042817411
429,19.96332725770991
430,16.914287520850277
431,15.202885277941673
432,17.391033642349107
433,8.202933492705945
434,17.15151325320707
435,15.363898985024866
436,17.209790083101577
437,14.1627249583496
438,11.354969248768946
439,18.348060109949035
440,14.02845704885074
441,12.067314782614966
442,18.044486087889474
443,17.88674419002507
444,15.82243435098888
445,20.11728019213431
446,15.946433076380314
447,17.198381636712053
448,9.209033501782802
449,13.7565045829078
450,12.845323926349181
451,18.31939589210893
452,24.19409010515335
453,9.98230967745863
454,12.8117118121095
455,10.39955477527848
456,21.41828345994111
457,15.921613806508788
458,16.00485774853013
459,16.10737017030768
460,10.844446530808504
461,14.745046963090461
462,13.486273185155603
463,14.546683039522746
464,19.493209573930212
465,16.22176671848441
466,10.495756059008102
467,13.661812748958537
468,12.172621898493816
469,23.84246758447342
470,12.987416009288358
471,17.002969412879985
472,11.836858291553746
473,16.96443497199124
474,14.720301488954247
475,15.640582990334545
476,18.342825258814827
477,15.804087678265736
478,14.815151017571827
479,13.00989961515633
480,10.930867834775237
481,16.056722926146733
482,15.538866175520068
483,13.389517162911266
484,12.954104648675033
485,16.228859554729045
486,17.031199742731207
487,16.476772337765386
488,19.367883801203035
489,18.429351709652497
490,12.682111069393658
491,17.10979203889811
492,12.249646004019652
493,17.291086216141206
